Date,Title,Link,Source
2024-12-16 16:46:00,"Becton Dickinson settles charges over infusion pump risks, SEC says",https://finance.yahoo.com/news/becton-dickinson-settles-charges-over-214627666.html,Reuters
2024-12-16 17:52:00,Becton Dickinson to Pay $175 Million to Settle SEC Probe,https://finance.yahoo.com/news/becton-dickinson-pay-175-million-225237815.html,Bloomberg
