Date,Title,Link,Source
2023-10-30 07:17:00,UPDATE 3-Healthpeak to merge with Physicians Realty to create $21 bln firm,https://finance.yahoo.com/news/1-healthpeak-physicians-realty-merge-111733746.html,Reuters
2023-10-30 07:05:00,HealthPeak to merge with Physicians Realty to create $21 billion entity,https://finance.yahoo.com/news/healthpeak-merge-physicians-realty-create-110525425.html,Reuters
