Date,Title,Link,Source
2024-08-07 07:44:00,Zimmer Biomet beats profit estimates on strong demand for medical devices,https://finance.yahoo.com/news/zimmer-biomet-beats-profit-estimates-114448865.html,Reuters
2024-05-02 07:48:00,"Zimmer Biomet beats Q1 profit estimates on robust demand for knee, hip devices",https://finance.yahoo.com/news/zimmer-biomet-beats-q1-profit-114809810.html,Reuters
