Ticker,Company,Sector,Industry,Country,Price,Market Cap (billions)
DVN,Devon Energy Corp,Energy,Oil & Gas E&P,USA,36.77,24.15
DXCM,Dexcom Inc,Healthcare,Medical Devices,USA,79.84,31.19
EA,"Electronic Arts, Inc",Communication Services,Electronic Gaming & Multimedia,USA,141.96,37.23
EBAY,EBay Inc,Consumer Cyclical,Internet Retail,USA,65.72,31.48
ECL,"Ecolab, Inc",Basic Materials,Specialty Chemicals,USA,233.46,66.11
ED,"Consolidated Edison, Inc",Utilities,Utilities - Regulated Electric,USA,88.47,30.65
EDR,Endeavor Group Holdings Inc,Communication Services,Entertainment,USA,30.37,20.78
EFX,"Equifax, Inc",Industrials,Consulting Services,USA,247.56,30.69
EIX,Edison International,Utilities,Utilities - Regulated Electric,USA,57.27,22.17
EL,"Estee Lauder Cos., Inc",Consumer Defensive,Household & Personal Products,USA,75.0,26.92
ELS,Equity Lifestyle Properties Inc,Real Estate,REIT - Residential,USA,65.05,13.02
ELV,Elevance Health Inc,Healthcare,Healthcare Plans,USA,396.49,91.96
EME,"Emcor Group, Inc",Industrials,Engineering & Construction,USA,467.78,21.52
EMN,Eastman Chemical Co,Basic Materials,Specialty Chemicals,USA,89.12,10.33
EMR,Emerson Electric Co,Industrials,Specialty Industrial Machinery,USA,118.47,67.47
ENTG,Entegris Inc,Technology,Semiconductor Equipment & Materials,USA,98.26,14.84
EOG,"EOG Resources, Inc",Energy,Oil & Gas E&P,USA,134.49,75.64
EPAM,EPAM Systems Inc,Technology,Information Technology Services,USA,225.82,12.81
EPD,Enterprise Products Partners L P,Energy,Oil & Gas Midstream,USA,32.54,70.53
EQH,Equitable Holdings Inc,Financial,Insurance - Diversified,USA,49.02,15.36
EQIX,Equinix Inc,Real Estate,REIT - Specialty,USA,899.65,86.81
EQR,Equity Residential Properties Trust,Real Estate,REIT - Residential,USA,69.21,27.06
EQT,EQT Corp,Energy,Oil & Gas E&P,USA,50.08,29.88
ERIE,Erie Indemnity Co,Financial,Insurance Brokers,USA,388.58,18.1
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,USA,55.86,20.47
ESS,"Essex Property Trust, Inc",Real Estate,REIT - Residential,USA,282.95,18.84
ET,Energy Transfer LP,Energy,Oil & Gas Midstream,USA,19.47,66.66
ETR,Entergy Corp,Utilities,Utilities - Regulated Electric,USA,77.07,33.05
EVRG,Evergy Inc,Utilities,Utilities - Regulated Electric,USA,60.67,13.95
EW,Edwards Lifesciences Corp,Healthcare,Medical Devices,USA,71.09,41.93
EWBC,"East West Bancorp, Inc",Financial,Banks - Regional,USA,95.61,13.25
EXAS,Exact Sciences Corp,Healthcare,Diagnostics & Research,USA,58.51,10.83
EXC,Exelon Corp,Utilities,Utilities - Regulated Electric,USA,37.56,37.74
EXE,Expand Energy Corp,Energy,Oil & Gas E&P,USA,102.21,23.62
EXEL,Exelixis Inc,Healthcare,Biotechnology,USA,35.3,10.08
EXPD,"Expeditors International Of Washington, Inc",Industrials,Integrated Freight & Logistics,USA,110.58,15.48
EXPE,Expedia Group Inc,Consumer Cyclical,Travel Services,USA,181.3,23.27
EXR,Extra Space Storage Inc,Real Estate,REIT - Industrial,USA,147.4,32.51
F,Ford Motor Co,Consumer Cyclical,Auto Manufacturers,USA,9.71,38.59
FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,USA,177.61,51.86
FAST,Fastenal Co,Industrials,Industrial Distribution,USA,72.89,41.76
FCNCA,"First Citizens Bancshares, Inc (NC)",Financial,Banks - Regional,USA,2085.61,28.86
FCX,Freeport-McMoRan Inc,Basic Materials,Copper,USA,39.41,56.63
FDS,Factset Research Systems Inc,Financial,Financial Data & Stock Exchanges,USA,454.86,17.3
FDX,Fedex Corp,Industrials,Integrated Freight & Logistics,USA,274.59,66.14
FE,Firstenergy Corp,Utilities,Utilities - Regulated Electric,USA,39.16,22.57
FERG,Ferguson Enterprises Inc,Industrials,Industrial Distribution,USA,170.41,34.07
FFIV,F5 Inc,Technology,Software - Infrastructure,USA,255.16,14.96
FHN,First Horizon Corporation,Financial,Banks - Regional,USA,20.28,10.75
FI,"Fiserv, Inc",Technology,Information Technology Services,USA,201.53,114.65
FICO,Fair Isaac Corp,Technology,Software - Application,USA,1911.98,46.55
FIS,"Fidelity National Information Services, Inc",Technology,Information Technology Services,USA,78.63,42.33
FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,41.73,27.98
FIX,"Comfort Systems USA, Inc",Industrials,Engineering & Construction,USA,439.16,15.63
FLEX,Flex Ltd,Technology,Electronic Components,USA,39.52,15.33
FLUT,Flutter Entertainment Plc,Consumer Cyclical,Gambling,USA,256.6,45.63
FND,Floor & Decor Holdings Inc,Consumer Cyclical,Home Improvement Retail,USA,96.69,10.37
FNF,Fidelity National Financial Inc,Financial,Insurance - Specialty,USA,54.36,14.88
FOX,Fox Corporation,Communication Services,Entertainment,USA,45.94,21.5
FOXA,Fox Corporation,Communication Services,Entertainment,USA,48.19,21.46
FSLR,First Solar Inc,Technology,Solar,USA,183.61,19.66
FTAI,FTAI Aviation Ltd,Industrials,Rental & Leasing Services,USA,164.57,16.88
FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,USA,32.24,13.72
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,93.83,71.92
FTV,Fortive Corp,Technology,Scientific & Technical Instruments,USA,76.09,26.4
FWONA,Liberty Media Corp,Communication Services,Entertainment,USA,84.41,28.66
FWONK,Liberty Media Corp,Communication Services,Entertainment,USA,92.1,28.64
GD,General Dynamics Corp,Industrials,Aerospace & Defense,USA,263.67,72.5
GDDY,Godaddy Inc,Technology,Software - Infrastructure,USA,193.49,27.16
GE,GE Aerospace,Industrials,Aerospace & Defense,USA,171.57,185.69
GEHC,GE HealthCare Technologies Inc,Healthcare,Medical Devices,USA,85.36,39.0
GEN,Gen Digital Inc,Technology,Software - Infrastructure,USA,26.85,16.55
GEV,GE Vernova Inc,Utilities,Utilities - Renewable,USA,366.81,101.11
GFS,GlobalFoundries Inc,Technology,Semiconductors,USA,40.79,22.66
GGG,Graco Inc,Industrials,Specialty Industrial Machinery,USA,81.86,13.82
GILD,"Gilead Sciences, Inc",Healthcare,Drug Manufacturers - General,USA,89.94,112.09
GIS,"General Mills, Inc",Consumer Defensive,Packaged Foods,USA,59.33,32.7
GLPI,Gaming and Leisure Properties Inc,Real Estate,REIT - Specialty,USA,46.42,12.74
GLW,"Corning, Inc",Technology,Electronic Components,USA,46.58,39.88
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,USA,49.93,54.9
GME,Gamestop Corporation,Consumer Cyclical,Specialty Retail,USA,31.02,13.86
GMED,Globus Medical Inc,Healthcare,Medical Devices,USA,87.18,11.87
GOOG,Alphabet Inc,Communication Services,Internet Content & Information,USA,192.29,2346.28
GOOGL,Alphabet Inc,Communication Services,Internet Content & Information,USA,191.01,2344.37
GPC,Genuine Parts Co,Consumer Cyclical,Auto Parts,USA,116.51,16.2
GPN,"Global Payments, Inc",Technology,Software - Infrastructure,USA,106.82,27.19
GS,"Goldman Sachs Group, Inc",Financial,Capital Markets,USA,562.95,176.72
GWRE,Guidewire Software Inc,Technology,Software - Application,USA,169.52,14.16
GWW,W.W. Grainger Inc,Industrials,Industrial Distribution,USA,1075.98,52.4
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,USA,152.39,14.64
HAL,Halliburton Co,Energy,Oil & Gas Equipment & Services,USA,27.8,24.42
HBAN,"Huntington Bancshares, Inc",Financial,Banks - Regional,USA,16.22,23.56
HCA,HCA Healthcare Inc,Healthcare,Medical Care Facilities,USA,308.18,78.06
HD,"Home Depot, Inc",Consumer Cyclical,Home Improvement Retail,USA,389.18,386.6
HEI,Heico Corp,Industrials,Aerospace & Defense,USA,226.3,27.41
HEI-A,Heico Corp,Industrials,Aerospace & Defense,USA,178.79,27.45
HES,Hess Corporation,Energy,Oil & Gas E&P,USA,144.83,44.62
HIG,Hartford Financial Services Group Inc,Financial,Insurance - Property & Casualty,USA,107.48,31.16
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,164.95,11.49
HLT,Hilton Worldwide Holdings Inc,Consumer Cyclical,Lodging,USA,241.47,58.87
HOLX,"Hologic, Inc",Healthcare,Medical Instruments & Supplies,USA,70.29,15.95
HON,Honeywell International Inc,Industrials,Conglomerates,USA,219.1,142.47
HOOD,Robinhood Markets Inc,Financial,Capital Markets,USA,39.59,35.0
HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment,USA,21.98,28.91
HPQ,HP Inc,Technology,Computer Hardware,USA,32.62,30.59
HRL,Hormel Foods Corp,Consumer Defensive,Packaged Foods,USA,30.26,16.61
HST,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,17.16,12.0
HSY,Hershey Company,Consumer Defensive,Confectioners,USA,157.28,31.83
HUBB,Hubbell Inc,Industrials,Electrical Equipment & Parts,USA,420.51,22.57
HUBS,HubSpot Inc,Technology,Software - Application,USA,699.14,36.09
HUM,Humana Inc,Healthcare,Healthcare Plans,USA,287.36,34.6
HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense,USA,114.75,46.62
IBKR,Interactive Brokers Group Inc,Financial,Capital Markets,USA,183.26,77.43
IBM,International Business Machines Corp,Technology,Information Technology Services,USA,217.4,201.02
ICE,Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,USA,143.89,82.62
IDXX,"Idexx Laboratories, Inc",Healthcare,Diagnostics & Research,USA,422.62,34.61
IEX,Idex Corporation,Industrials,Specialty Industrial Machinery,USA,210.03,15.9
IFF,International Flavors & Fragrances Inc,Basic Materials,Specialty Chemicals,USA,83.3,21.3
ILMN,Illumina Inc,Healthcare,Diagnostics & Research,USA,144.22,22.87
INCY,Incyte Corp,Healthcare,Biotechnology,USA,72.37,13.94
INSM,Insmed Inc,Healthcare,Biotechnology,USA,68.93,12.33
INTC,Intel Corp,Technology,Semiconductors,USA,19.2,82.81
INTU,Intuit Inc,Technology,Software - Application,USA,613.22,171.65
INVH,Invitation Homes Inc,Real Estate,REIT - Residential,USA,30.94,18.95
IOT,Samsara Inc,Technology,Software - Infrastructure,USA,43.53,24.43
IP,International Paper Co,Consumer Cyclical,Packaging & Containers,USA,53.89,18.72
IQV,IQVIA Holdings Inc,Healthcare,Diagnostics & Research,USA,204.64,37.14
IR,Ingersoll-Rand Inc,Industrials,Specialty Industrial Machinery,USA,88.18,35.54
IRM,Iron Mountain Inc,Real Estate,REIT - Specialty,USA,102.24,30.0
ISRG,Intuitive Surgical Inc,Healthcare,Medical Instruments & Supplies,USA,539.75,192.25
IT,"Gartner, Inc",Technology,Information Technology Services,USA,493.13,38.04
ITCI,Intra-Cellular Therapies Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,127.19,13.48
ITT,ITT Inc,Industrials,Specialty Industrial Machinery,USA,139.49,11.37
ITW,"Illinois Tool Works, Inc",Industrials,Specialty Industrial Machinery,USA,249.7,73.74
J,Jacobs Solutions Inc,Industrials,Engineering & Construction,USA,134.28,16.65
JBHT,"J.B. Hunt Transport Services, Inc",Industrials,Integrated Freight & Logistics,USA,179.23,18.07
JBL,Jabil Inc,Technology,Electronic Components,USA,153.51,17.15
JEF,Jefferies Financial Group Inc,Financial,Capital Markets,USA,70.88,14.57
JKHY,"Jack Henry & Associates, Inc",Technology,Information Technology Services,USA,173.25,12.64
JLL,Jones Lang Lasalle Inc,Real Estate,Real Estate Services,USA,238.0,11.29
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,144.47,347.83
JNPR,Juniper Networks Inc,Technology,Communication Equipment,USA,38.49,12.74
JPM,JPMorgan Chase & Co,Financial,Banks - Diversified,USA,244.21,687.53
K,Kellanova Co,Consumer Defensive,Packaged Foods,USA,81.51,28.1
KDP,Keurig Dr Pepper Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,30.78,41.75
KEY,Keycorp,Financial,Banks - Regional,USA,17.02,16.87
KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,USA,161.11,27.9
KHC,Kraft Heinz Co,Consumer Defensive,Packaged Foods,USA,28.78,34.8
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA,22.07,14.88
KKR,KKR & Co. Inc,Financial,Asset Management,USA,141.25,125.46
KLAC,KLA Corp,Technology,Semiconductor Equipment & Materials,USA,690.99,92.43
KMB,Kimberly-Clark Corp,Consumer Defensive,Household & Personal Products,USA,125.43,41.83
KMI,Kinder Morgan Inc,Energy,Oil & Gas Midstream,USA,28.52,63.36
KMX,Carmax Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,78.5,12.07
KO,Coca-Cola Co,Consumer Defensive,Beverages - Non-Alcoholic,USA,61.65,265.58
KR,Kroger Co,Consumer Defensive,Grocery Stores,USA,59.49,43.05
KVUE,Kenvue Inc,Consumer Defensive,Household & Personal Products,USA,20.97,40.2
KVYO,Klaviyo Inc,Technology,Software - Infrastructure,USA,39.1,10.54
L,Loews Corp,Financial,Insurance - Property & Casualty,USA,82.08,17.88
LAMR,Lamar Advertising Co,Real Estate,REIT - Specialty,USA,119.61,12.24
LBRDA,Liberty Broadband Corp,Communication Services,Telecom Services,USA,73.42,10.59
LBRDK,Liberty Broadband Corp,Communication Services,Telecom Services,USA,74.23,10.59
LDOS,Leidos Holdings Inc,Technology,Information Technology Services,USA,152.64,20.37
LECO,"Lincoln Electric Holdings, Inc",Industrials,Tools & Accessories,USA,186.45,10.52
LEN,Lennar Corp,Consumer Cyclical,Residential Construction,USA,131.58,35.52
LH,Labcorp Holdings Inc,Healthcare,Diagnostics & Research,USA,234.1,19.58
LHX,L3Harris Technologies Inc,Industrials,Aerospace & Defense,USA,213.92,40.57
LII,Lennox International Inc,Industrials,Building Products & Equipment,USA,618.51,22.03
LINE,Lineage Inc,Real Estate,REIT - Industrial,USA,55.6,12.7
LLY,Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,797.48,757.06
LLYVA,Liberty Media Corp,Communication Services,Entertainment,USA,65.47,28.76
LLYVK,Liberty Media Corp,Communication Services,Entertainment,USA,67.5,28.81
LMT,Lockheed Martin Corp,Industrials,Aerospace & Defense,USA,483.16,114.53
LNG,Cheniere Energy Inc,Energy,Oil & Gas Midstream,USA,229.44,51.48
LNT,Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,56.98,14.62
LOW,"Lowe's Cos., Inc",Consumer Cyclical,Home Improvement Retail,USA,248.66,140.41
LPLA,LPL Financial Holdings Inc,Financial,Capital Markets,USA,327.12,24.49
LRCX,Lam Research Corp,Technology,Semiconductor Equipment & Materials,USA,74.45,95.79
LUV,Southwest Airlines Co,Industrials,Airlines,USA,32.66,19.59
LVS,Las Vegas Sands Corp,Consumer Cyclical,Resorts & Casinos,USA,46.87,33.98
LYV,Live Nation Entertainment Inc,Communication Services,Entertainment,USA,130.61,30.12
MA,Mastercard Incorporated,Financial,Credit Services,USA,504.91,463.42
MAA,"Mid-America Apartment Communities, Inc",Real Estate,REIT - Residential,USA,150.19,18.02
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,265.33,16.21
MAR,"Marriott International, Inc",Consumer Cyclical,Lodging,USA,272.29,75.67
MAS,Masco Corp,Industrials,Building Products & Equipment,USA,73.56,15.87
MCD,McDonald's Corp,Consumer Cyclical,Restaurants,USA,283.63,203.25
MCHP,"Microchip Technology, Inc",Technology,Semiconductors,USA,55.91,30.02
MCK,Mckesson Corporation,Healthcare,Medical Distribution,USA,585.08,74.27
MCO,Moody's Corp,Financial,Financial Data & Stock Exchanges,USA,457.88,82.97
MDB,MongoDB Inc,Technology,Software - Infrastructure,USA,240.19,17.89
MDLZ,Mondelez International Inc,Consumer Defensive,Confectioners,USA,56.17,75.11
MEDP,Medpace Holdings Inc,Healthcare,Diagnostics & Research,USA,352.01,10.94
MELI,MercadoLibre Inc,Consumer Cyclical,Internet Retail,USA,1740.0,88.21
MET,Metlife Inc,Financial,Insurance - Life,USA,81.91,56.72
META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA,608.33,1535.43
MKC,"McCormick & Co., Inc",Consumer Defensive,Packaged Foods,USA,71.24,19.13
MKL,Markel Group Inc,Financial,Insurance - Property & Casualty,USA,1669.97,21.48
MLM,"Martin Marietta Materials, Inc",Basic Materials,Building Materials,USA,513.2,31.37
MMC,"Marsh & McLennan Cos., Inc",Financial,Insurance Brokers,USA,211.5,103.87
MMM,3M Co,Industrials,Conglomerates,USA,134.6,73.3
MNST,Monster Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,49.99,48.62
MO,Altria Group Inc,Consumer Defensive,Tobacco,USA,50.85,86.18
MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,USA,294.45,16.84
MORN,Morningstar Inc,Financial,Financial Data & Stock Exchanges,USA,319.77,13.71
MPC,Marathon Petroleum Corp,Energy,Oil & Gas Refining & Marketing,USA,146.75,47.16
MPLX,MPLX LP,Energy,Oil & Gas Midstream,USA,48.76,49.68
MPWR,Monolithic Power System Inc,Technology,Semiconductors,USA,587.35,28.65
MRK,Merck & Co Inc,Healthcare,Drug Manufacturers - General,USA,100.98,255.44
MRNA,Moderna Inc,Healthcare,Biotechnology,USA,35.15,13.53
MRVL,Marvell Technology Inc,Technology,Semiconductors,USA,115.15,99.64
MS,Morgan Stanley,Financial,Capital Markets,USA,123.99,199.75
MSCI,MSCI Inc,Financial,Financial Data & Stock Exchanges,USA,580.52,45.5
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,417.19,3101.76
MSI,Motorola Solutions Inc,Technology,Communication Equipment,USA,456.77,76.34
MSTR,Microstrategy Inc,Technology,Software - Application,USA,328.4,80.71
MTB,M & T Bank Corp,Financial,Banks - Regional,USA,191.15,31.72
MTD,"Mettler-Toledo International, Inc",Healthcare,Diagnostics & Research,USA,1267.22,26.74
MTZ,Mastec Inc,Industrials,Engineering & Construction,USA,144.07,11.42
MU,Micron Technology Inc,Technology,Semiconductors,USA,95.06,105.91
NBIX,"Neurocrine Biosciences, Inc",Healthcare,Drug Manufacturers - Specialty & Generic,USA,143.03,14.48
NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Cyclical,Travel Services,USA,25.63,11.27
NDAQ,Nasdaq Inc,Financial,Financial Data & Stock Exchanges,USA,76.18,43.79
NDSN,Nordson Corp,Industrials,Specialty Industrial Machinery,USA,203.83,11.62
NEE,NextEra Energy Inc,Utilities,Utilities - Regulated Electric,USA,66.96,137.7
NEM,Newmont Corp,Basic Materials,Gold,USA,39.17,44.59
NET,Cloudflare Inc,Technology,Software - Infrastructure,USA,110.71,37.99
NFLX,Netflix Inc,Communication Services,Entertainment,USA,840.29,359.19
NI,NiSource Inc,Utilities,Utilities - Regulated Gas,USA,36.34,16.96
NKE,"Nike, Inc",Consumer Cyclical,Footwear & Accessories,USA,72.08,106.62
NLY,Annaly Capital Management Inc,Real Estate,REIT - Mortgage,USA,18.12,10.16
NOC,Northrop Grumman Corp,Industrials,Aerospace & Defense,USA,472.38,68.82
NOW,ServiceNow Inc,Technology,Software - Application,USA,1015.74,209.24
NRG,NRG Energy Inc,Utilities,Utilities - Independent Power Producers,USA,97.2,19.69
NSC,Norfolk Southern Corp,Industrials,Railroads,USA,237.36,53.7
NTAP,Netapp Inc,Technology,Computer Hardware,USA,114.92,23.36
NTNX,Nutanix Inc,Technology,Software - Infrastructure,USA,62.61,16.77
NTRA,Natera Inc,Healthcare,Diagnostics & Research,USA,169.3,22.35
NTRS,Northern Trust Corp,Financial,Asset Management,USA,100.32,19.89
NUE,Nucor Corp,Basic Materials,Steel,USA,122.88,28.85
NVDA,NVIDIA Corp,Technology,Semiconductors,USA,133.23,3262.8
NVR,NVR Inc,Consumer Cyclical,Residential Construction,USA,7962.0,24.39
NWS,News Corp,Communication Services,Entertainment,USA,30.25,16.09
NWSA,News Corp,Communication Services,Entertainment,USA,27.44,16.17
OC,Owens Corning,Industrials,Building Products & Equipment,USA,169.5,14.54
ODFL,"Old Dominion Freight Line, Inc",Industrials,Trucking,USA,180.67,38.57
OHI,"Omega Healthcare Investors, Inc",Real Estate,REIT - Healthcare Facilities,USA,37.17,10.03
OKE,Oneok Inc,Energy,Oil & Gas Midstream,USA,103.98,60.75
OKTA,Okta Inc,Technology,Software - Infrastructure,USA,83.49,14.31
OMC,"Omnicom Group, Inc",Communication Services,Advertising Agencies,USA,83.16,16.33
ON,ON Semiconductor Corp,Technology,Semiconductors,USA,55.87,23.79
ORCL,Oracle Corp,Technology,Software - Infrastructure,USA,153.92,430.51
ORLY,"O'Reilly Automotive, Inc",Consumer Cyclical,Specialty Retail,USA,1210.14,69.86
OTIS,Otis Worldwide Corp,Industrials,Specialty Industrial Machinery,USA,91.16,36.41
OVV,Ovintiv Inc,Energy,Oil & Gas E&P,USA,44.6,11.61
OWL,Blue Owl Capital Inc,Financial,Asset Management,USA,22.36,33.4
OXY,Occidental Petroleum Corp,Energy,Oil & Gas E&P,USA,52.68,49.43
PAA,Plains All American Pipeline LP,Energy,Oil & Gas Midstream,USA,19.01,13.38
PAG,Penske Automotive Group Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,153.27,10.23
PAGP,Plains GP Holdings LP,Energy,Oil & Gas Midstream,USA,20.11,15.54
PANW,Palo Alto Networks Inc,Technology,Software - Infrastructure,USA,167.82,110.12
PAYC,Paycom Software Inc,Technology,Software - Application,USA,200.78,11.22
PAYX,Paychex Inc,Technology,Software - Application,USA,140.53,50.6
PCAR,Paccar Inc,Industrials,Farm & Heavy Construction Machinery,USA,108.16,56.71
PCG,PG&E Corp,Utilities,Utilities - Regulated Electric,USA,16.22,35.58
PCOR,Procore Technologies Inc,Technology,Software - Application,USA,74.33,11.05
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,190.17,10.6
PCVX,Vaxcyte Inc,Healthcare,Biotechnology,USA,81.17,10.12
PEG,Public Service Enterprise Group Inc,Utilities,Utilities - Regulated Electric,USA,84.11,41.91
PEP,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,144.5,198.25
PFE,Pfizer Inc,Healthcare,Drug Manufacturers - General,USA,26.8,151.88
PFG,Principal Financial Group Inc,Financial,Asset Management,USA,77.8,17.79
PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,USA,84.64,13.19
PG,Procter & Gamble Co,Consumer Defensive,Household & Personal Products,USA,158.84,374.07
PGR,Progressive Corp,Financial,Insurance - Property & Casualty,USA,235.78,138.12
PH,Parker-Hannifin Corp,Industrials,Specialty Industrial Machinery,USA,637.99,82.12
PHM,PulteGroup Inc,Consumer Cyclical,Residential Construction,USA,108.99,22.35
PINS,Pinterest Inc,Communication Services,Internet Content & Information,USA,30.41,20.55
PKG,Packaging Corp Of America,Consumer Cyclical,Packaging & Containers,USA,230.32,20.68
PLD,Prologis Inc,Real Estate,REIT - Industrial,USA,105.37,100.03
PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure,USA,64.98,148.03
PM,Philip Morris International Inc,Consumer Defensive,Tobacco,USA,117.55,182.77
PNC,PNC Financial Services Group Inc,Financial,Banks - Regional,USA,192.43,76.35
PODD,Insulet Corporation,Healthcare,Medical Devices,USA,267.99,18.8
POOL,Pool Corporation,Industrials,Industrial Distribution,USA,334.43,12.73
PPC,Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,45.53,10.8
PPG,"PPG Industries, Inc",Basic Materials,Specialty Chemicals,USA,114.8,26.63
PPL,PPL Corp,Utilities,Utilities - Regulated Electric,USA,31.68,23.38
PR,Permian Resources Corp,Energy,Oil & Gas E&P,USA,15.39,12.36
PRMB,Primo Brands Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,30.6,11.61
PRU,Prudential Financial Inc,Financial,Insurance - Life,USA,116.29,41.4
PSA,Public Storage,Real Estate,REIT - Industrial,USA,290.24,50.85
PSTG,Pure Storage Inc,Technology,Computer Hardware,USA,62.59,20.42
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,115.98,47.9
PTC,PTC Inc,Technology,Software - Application,USA,182.42,21.96
PWR,"Quanta Services, Inc",Industrials,Engineering & Construction,USA,314.23,46.38
PYPL,PayPal Holdings Inc,Financial,Credit Services,USA,83.99,84.2
QCOM,"Qualcomm, Inc",Technology,Semiconductors,USA,157.13,174.57
RBA,RB Global Inc,Industrials,Specialty Business Services,USA,89.39,16.48
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,USA,61.37,40.27
RBRK,Rubrik Inc,Technology,Software - Infrastructure,USA,65.05,12.05
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,USA,227.23,61.1
RDDT,Reddit Inc,Communication Services,Internet Content & Information,USA,164.65,28.91
REG,Regency Centers Corporation,Real Estate,REIT - Retail,USA,70.76,12.92
REGN,"Regeneron Pharmaceuticals, Inc",Healthcare,Biotechnology,USA,716.9,78.78
RF,Regions Financial Corp,Financial,Banks - Regional,USA,23.62,21.47
RGA,"Reinsurance Group Of America, Inc",Financial,Insurance - Reinsurance,USA,214.15,14.1
RIVN,Rivian Automotive Inc,Consumer Cyclical,Auto Manufacturers,USA,13.49,13.77
RJF,"Raymond James Financial, Inc",Financial,Asset Management,USA,154.21,31.58
RKLB,Rocket Lab USA Inc,Industrials,Aerospace & Defense,USA,23.91,11.95
RKT,Rocket Companies Inc,Financial,Mortgage Finance,USA,10.42,20.78
RL,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,USA,236.5,14.69
RMD,Resmed Inc,Healthcare,Medical Instruments & Supplies,USA,230.26,33.8
ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,USA,275.53,31.14
ROKU,Roku Inc,Communication Services,Entertainment,USA,76.66,11.13
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,46.48,22.51
ROP,Roper Technologies Inc,Technology,Software - Application,USA,508.0,54.47
ROST,"Ross Stores, Inc",Consumer Cyclical,Apparel Retail,USA,151.16,49.87
RPM,"RPM International, Inc",Basic Materials,Specialty Chemicals,USA,122.12,15.7
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,USA,29.99,17.67
RRX,Regal Rexnord Corp,Industrials,Specialty Industrial Machinery,USA,151.8,10.05
RS,Reliance Inc,Basic Materials,Steel,USA,274.8,14.87
RSG,"Republic Services, Inc",Industrials,Waste Management,USA,207.22,64.89
RTX,RTX Corp,Industrials,Aerospace & Defense,USA,117.74,156.71
RVTY,Revvity Inc,Healthcare,Diagnostics & Research,USA,122.7,14.93
RYAN,Ryan Specialty Holdings Inc,Financial,Insurance - Specialty,USA,65.02,17.03
